Year,Infectious diseases,Age,Region,Value
2022,"Diphtheria, tetanus",under 1 year,Sumy,82.6
2022,Pertussis,under 1 year,Sumy,82.6
2022,"Diphtheria, tetanus",18 months,Sumy,86.4
2022,Pertussis,18 months,Sumy,86.4
2022,"Diphtheria, tetanus",6 years,Sumy,84.5
2022,"Diphtheria, tetanus",adults,Sumy,59.8
2022,"Measles, mumps, rubella",1 year,Sumy,95.8
2022,"Measles, mumps, rubella",6 years,Sumy,97.5
2022,Hepatitis B,under 1 year,Sumy,80.9
2022,Tuberculosis,under 1 year,Ternopil,65.7
2022,Poliomyelitis,under 1 year,Ternopil,66.1
2022,Poliomyelitis,18 months,Ternopil,67.6
2022,Poliomyelitis,6 years,Ternopil,58.9
2022,Poliomyelitis,14 years,Ternopil,54.5
2022,"Diphtheria, tetanus",under 1 year,Ternopil,63.1
2022,Pertussis,under 1 year,Ternopil,63.1
2022,"Diphtheria, tetanus",18 months,Ternopil,67.9
2022,Pertussis,18 months,Ternopil,67.9
2022,"Diphtheria, tetanus",6 years,Ternopil,71.0
2022,"Diphtheria, tetanus",adults,Ternopil,51.6
2022,"Measles, mumps, rubella",1 year,Ternopil,82.4
2022,"Measles, mumps, rubella",6 years,Ternopil,70.8
2022,Hepatitis B,under 1 year,Ternopil,55.6
2022,Tuberculosis,under 1 year,Kharkiv,76.9
2022,Poliomyelitis,under 1 year,Kharkiv,45.5
2022,Poliomyelitis,18 months,Kharkiv,42.2
2022,Poliomyelitis,6 years,Kharkiv,42.9
2022,Poliomyelitis,14 years,Kharkiv,43.0
2022,"Diphtheria, tetanus",under 1 year,Kharkiv,47.4
2022,Pertussis,under 1 year,Kharkiv,47.4
2022,"Diphtheria, tetanus",18 months,Kharkiv,43.1
2022,Pertussis,18 months,Kharkiv,43.1
2022,"Diphtheria, tetanus",6 years,Kharkiv,40.5
2022,"Diphtheria, tetanus",adults,Kharkiv,19.2
2022,"Measles, mumps, rubella",1 year,Kharkiv,43.8
2022,"Measles, mumps, rubella",6 years,Kharkiv,43.4
2022,Hepatitis B,under 1 year,Kharkiv,38.2
2022,Tuberculosis,under 1 year,Kherson,28.2
2022,Poliomyelitis,under 1 year,Kherson,9.6
2022,Poliomyelitis,18 months,Kherson,7.2
2022,Poliomyelitis,6 years,Kherson,4.5
2022,Poliomyelitis,14 years,Kherson,5.1
2022,"Diphtheria, tetanus",under 1 year,Kherson,32.3
2022,Pertussis,under 1 year,Kherson,32.3
2022,"Diphtheria, tetanus",18 months,Kherson,24.6
2022,Pertussis,18 months,Kherson,24.6
2022,"Diphtheria, tetanus",6 years,Kherson,39.7
2022,"Diphtheria, tetanus",adults,Kherson,15.6
2022,"Measles, mumps, rubella",1 year,Kherson,29.3
2022,"Measles, mumps, rubella",6 years,Kherson,38.4
2022,Hepatitis B,under 1 year,Kherson,20.8
2022,Tuberculosis,under 1 year,Khmelnytskiy,73.3
2022,Poliomyelitis,under 1 year,Khmelnytskiy,76.8
2022,Poliomyelitis,18 months,Khmelnytskiy,71.6
2022,Poliomyelitis,6 years,Khmelnytskiy,63.4
2022,Poliomyelitis,14 years,Khmelnytskiy,58.1
2022,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,82.4
2022,Pertussis,under 1 year,Khmelnytskiy,82.4
2022,"Diphtheria, tetanus",18 months,Khmelnytskiy,77.2
2022,Pertussis,18 months,Khmelnytskiy,77.2
2022,"Diphtheria, tetanus",6 years,Khmelnytskiy,64.8
2022,"Diphtheria, tetanus",adults,Khmelnytskiy,37.0
2022,"Measles, mumps, rubella",1 year,Khmelnytskiy,90.3
2022,"Measles, mumps, rubella",6 years,Khmelnytskiy,78.0
2022,Hepatitis B,under 1 year,Khmelnytskiy,61.8
2022,Tuberculosis,under 1 year,Cherkasy,85.2
2022,Poliomyelitis,under 1 year,Cherkasy,90.7
2022,Poliomyelitis,18 months,Cherkasy,85.5
2022,Poliomyelitis,6 years,Cherkasy,78.1
2022,Poliomyelitis,14 years,Cherkasy,77.6
2022,"Diphtheria, tetanus",under 1 year,Cherkasy,92.9
2022,Pertussis,under 1 year,Cherkasy,92.9
2022,"Diphtheria, tetanus",18 months,Cherkasy,91.1
2022,Pertussis,18 months,Cherkasy,91.1
2022,"Diphtheria, tetanus",6 years,Cherkasy,79.7
2022,"Diphtheria, tetanus",adults,Cherkasy,57.2
2022,"Measles, mumps, rubella",1 year,Cherkasy,88.3
2022,"Measles, mumps, rubella",6 years,Cherkasy,81.2
2022,Hepatitis B,under 1 year,Cherkasy,85.9
2022,Tuberculosis,under 1 year,Chernivtsi,89.9
2022,Poliomyelitis,under 1 year,Chernivtsi,78.4
2022,Poliomyelitis,18 months,Chernivtsi,67.4
2022,Poliomyelitis,6 years,Chernivtsi,60.1
2022,Poliomyelitis,14 years,Chernivtsi,52.2
2022,"Diphtheria, tetanus",under 1 year,Chernivtsi,81.5
2022,Pertussis,under 1 year,Chernivtsi,81.5
2022,"Diphtheria, tetanus",18 months,Chernivtsi,80.3
2022,Pertussis,18 months,Chernivtsi,80.3
2022,"Diphtheria, tetanus",6 years,Chernivtsi,77.8
2022,"Diphtheria, tetanus",adults,Chernivtsi,25.8
2022,"Measles, mumps, rubella",1 year,Chernivtsi,84.3
2022,"Measles, mumps, rubella",6 years,Chernivtsi,69.7
2022,Hepatitis B,under 1 year,Chernivtsi,61.4
2022,Tuberculosis,under 1 year,Chernihiv,86.3
2022,Poliomyelitis,under 1 year,Chernihiv,77.0
2022,Poliomyelitis,18 months,Chernihiv,79.6
2022,Poliomyelitis,6 years,Chernihiv,72.6
2022,Poliomyelitis,14 years,Chernihiv,68.0
2022,"Diphtheria, tetanus",under 1 year,Chernihiv,82.3
2022,Pertussis,under 1 year,Chernihiv,82.3
2022,"Diphtheria, tetanus",18 months,Chernihiv,82.6
2022,Pertussis,18 months,Chernihiv,82.6
2022,"Diphtheria, tetanus",6 years,Chernihiv,69.3
2022,"Diphtheria, tetanus",adults,Chernihiv,48.5
2022,"Measles, mumps, rubella",1 year,Chernihiv,82.6
2022,"Measles, mumps, rubella",6 years,Chernihiv,76.9
2022,Hepatitis B,under 1 year,Chernihiv,73.2
2023,Tuberculosis,under 1 year,Vinnytsya,79.9
2023,Poliomyelitis,under 1 year,Vinnytsya,85.2
2023,Poliomyelitis,18 months,Vinnytsya,89.5
2023,Poliomyelitis,6 years,Vinnytsya,82.1
2023,Poliomyelitis,14 years,Vinnytsya,73.2
2023,"Diphtheria, tetanus",under 1 year,Vinnytsya,79.5
2023,Pertussis,under 1 year,Vinnytsya,79.5
2023,"Diphtheria, tetanus",18 months,Vinnytsya,83.7
2023,Pertussis,18 months,Vinnytsya,83.7
2023,"Diphtheria, tetanus",6 years,Vinnytsya,67.5
2023,"Diphtheria, tetanus",adults,Vinnytsya,48.3
2023,"Measles, mumps, rubella",1 year,Vinnytsya,96.2
2023,"Measles, mumps, rubella",6 years,Vinnytsya,87.7
2023,Hepatitis B,under 1 year,Vinnytsya,78.1
2023,Tuberculosis,under 1 year,Volyn,89.4
2023,Poliomyelitis,under 1 year,Volyn,85.0
2023,Poliomyelitis,18 months,Volyn,85.6
2023,Poliomyelitis,6 years,Volyn,89.0
2023,Poliomyelitis,14 years,Volyn,88.0
2023,"Diphtheria, tetanus",under 1 year,Volyn,83.5
2023,Pertussis,under 1 year,Volyn,83.5
2023,"Diphtheria, tetanus",18 months,Volyn,84.8
2023,Pertussis,18 months,Volyn,84.8
2023,"Diphtheria, tetanus",6 years,Volyn,81.2
2023,"Diphtheria, tetanus",adults,Volyn,59.0
2023,"Measles, mumps, rubella",1 year,Volyn,98.8
2023,"Measles, mumps, rubella",6 years,Volyn,95.7
2023,Hepatitis B,under 1 year,Volyn,85.4
2023,Tuberculosis,under 1 year,Dnipropetrovsk,83.0
2023,Poliomyelitis,under 1 year,Dnipropetrovsk,84.5
2023,Poliomyelitis,18 months,Dnipropetrovsk,94.7
2023,Poliomyelitis,6 years,Dnipropetrovsk,91.1
2023,Poliomyelitis,14 years,Dnipropetrovsk,85.1
2023,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,82.2
2023,Pertussis,under 1 year,Dnipropetrovsk,82.2
2023,"Diphtheria, tetanus",18 months,Dnipropetrovsk,85.2
2023,Pertussis,18 months,Dnipropetrovsk,85.2
2023,"Diphtheria, tetanus",6 years,Dnipropetrovsk,71.9
2023,"Diphtheria, tetanus",adults,Dnipropetrovsk,35.5
2023,"Measles, mumps, rubella",1 year,Dnipropetrovsk,92.6
2023,"Measles, mumps, rubella",6 years,Dnipropetrovsk,91.7
2023,Hepatitis B,under 1 year,Dnipropetrovsk,79.5
2023,Tuberculosis,under 1 year,Donetsk,89.8
2023,Poliomyelitis,under 1 year,Donetsk,79.4
2023,Poliomyelitis,18 months,Donetsk,78.8
2023,Poliomyelitis,6 years,Donetsk,82.2
2023,Poliomyelitis,14 years,Donetsk,72.1
2023,"Diphtheria, tetanus",under 1 year,Donetsk,76.0
2023,Pertussis,under 1 year,Donetsk,76.0
2023,"Diphtheria, tetanus",18 months,Donetsk,75.2
2023,Pertussis,18 months,Donetsk,75.2
2023,"Diphtheria, tetanus",6 years,Donetsk,80.4
2023,"Diphtheria, tetanus",adults,Donetsk,55.9
2023,"Measles, mumps, rubella",1 year,Donetsk,94.8
2023,"Measles, mumps, rubella",6 years,Donetsk,79.8
2023,Hepatitis B,under 1 year,Donetsk,79.6
2023,Tuberculosis,under 1 year,Zhytomyr,74.7
2023,Poliomyelitis,under 1 year,Zhytomyr,90.7
2023,Poliomyelitis,18 months,Zhytomyr,86.2
2023,Poliomyelitis,6 years,Zhytomyr,85.6
2023,Poliomyelitis,14 years,Zhytomyr,84.5
2023,"Diphtheria, tetanus",under 1 year,Zhytomyr,88.4
2023,Pertussis,under 1 year,Zhytomyr,88.4
2023,"Diphtheria, tetanus",18 months,Zhytomyr,81.5
2023,Pertussis,18 months,Zhytomyr,81.5
2023,"Diphtheria, tetanus",6 years,Zhytomyr,75.1
2023,"Diphtheria, tetanus",adults,Zhytomyr,48.7
2023,"Measles, mumps, rubella",1 year,Zhytomyr,87.2
2023,"Measles, mumps, rubella",6 years,Zhytomyr,83.2
2023,Hepatitis B,under 1 year,Zhytomyr,92.0
2023,Tuberculosis,under 1 year,Zakarpattya,77.7
2023,Poliomyelitis,under 1 year,Zakarpattya,73.9
2023,Poliomyelitis,18 months,Zakarpattya,81.5
2023,Poliomyelitis,6 years,Zakarpattya,81.5
2023,Poliomyelitis,14 years,Zakarpattya,78.7
2023,"Diphtheria, tetanus",under 1 year,Zakarpattya,70.6
2023,Pertussis,under 1 year,Zakarpattya,70.6
2023,"Diphtheria, tetanus",18 months,Zakarpattya,71.6
2023,Pertussis,18 months,Zakarpattya,71.6
2023,"Diphtheria, tetanus",6 years,Zakarpattya,63.2
2023,"Diphtheria, tetanus",adults,Zakarpattya,33.5
2023,"Measles, mumps, rubella",1 year,Zakarpattya,85.5
2023,"Measles, mumps, rubella",6 years,Zakarpattya,82.5
2023,Hepatitis B,under 1 year,Zakarpattya,58.0
2023,Tuberculosis,under 1 year,Zaporizhzhya,78.8
2023,Poliomyelitis,under 1 year,Zaporizhzhya,91.6
2023,Poliomyelitis,18 months,Zaporizhzhya,94.6
2023,Poliomyelitis,6 years,Zaporizhzhya,90.3
2023,Poliomyelitis,14 years,Zaporizhzhya,88.6
2023,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,93.6
2023,Pertussis,under 1 year,Zaporizhzhya,93.6
2023,"Diphtheria, tetanus",18 months,Zaporizhzhya,91.9
2023,Pertussis,18 months,Zaporizhzhya,91.9
2023,"Diphtheria, tetanus",6 years,Zaporizhzhya,82.5
2023,"Diphtheria, tetanus",adults,Zaporizhzhya,51.7
2023,"Measles, mumps, rubella",1 year,Zaporizhzhya,99.8
2023,"Measles, mumps, rubella",6 years,Zaporizhzhya,89.2
2023,Hepatitis B,under 1 year,Zaporizhzhya,98.9
2023,Tuberculosis,under 1 year,Ivano-Frankivsk,81.4
2023,Poliomyelitis,under 1 year,Ivano-Frankivsk,87.2
2023,Poliomyelitis,18 months,Ivano-Frankivsk,89.1
2023,Poliomyelitis,6 years,Ivano-Frankivsk,87.1
2023,Poliomyelitis,14 years,Ivano-Frankivsk,83.4
2023,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,74.6
2023,Pertussis,under 1 year,Ivano-Frankivsk,74.6
2023,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,72.0
2023,Pertussis,18 months,Ivano-Frankivsk,72.0
2023,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,50.3
2023,"Diphtheria, tetanus",adults,Ivano-Frankivsk,32.5
2023,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,94.5
2023,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,83.2
2023,Hepatitis B,under 1 year,Ivano-Frankivsk,69.2
2023,Tuberculosis,under 1 year,Kirovohrad,87.9
2023,Poliomyelitis,under 1 year,Kirovohrad,90.8
2023,Poliomyelitis,18 months,Kirovohrad,94.1
2023,Poliomyelitis,6 years,Kirovohrad,78.6
2023,Poliomyelitis,14 years,Kirovohrad,66.0
2023,"Diphtheria, tetanus",under 1 year,Kirovohrad,87.5
2023,Pertussis,under 1 year,Kirovohrad,87.5
2023,"Diphtheria, tetanus",18 months,Kirovohrad,85.0
2023,Pertussis,18 months,Kirovohrad,85.0
2023,"Diphtheria, tetanus",6 years,Kirovohrad,70.2
2023,"Diphtheria, tetanus",adults,Kirovohrad,41.5
2023,"Measles, mumps, rubella",1 year,Kirovohrad,99.5
2023,"Measles, mumps, rubella",6 years,Kirovohrad,95.1
2023,Hepatitis B,under 1 year,Kirovohrad,69.0
2023,Tuberculosis,under 1 year,Luhansk,0.0
2023,Poliomyelitis,under 1 year,Luhansk,0.0
2023,Poliomyelitis,18 months,Luhansk,0.0
2023,Poliomyelitis,6 years,Luhansk,0.0
2023,Poliomyelitis,14 years,Luhansk,0.0
2023,"Diphtheria, tetanus",under 1 year,Luhansk,0.0
2023,Pertussis,under 1 year,Luhansk,0.0
2023,"Diphtheria, tetanus",18 months,Luhansk,0.0
2023,Pertussis,18 months,Luhansk,0.0
2023,"Diphtheria, tetanus",6 years,Luhansk,0.0
2023,"Diphtheria, tetanus",adults,Luhansk,0.0
2023,"Measles, mumps, rubella",1 year,Luhansk,0.0
2023,"Measles, mumps, rubella",6 years,Luhansk,0.0
2023,Hepatitis B,under 1 year,Luhansk,0.0
2023,Tuberculosis,under 1 year,Lviv,79.8
2023,Poliomyelitis,under 1 year,Lviv,73.4
2023,Poliomyelitis,18 months,Lviv,63.1
2023,Poliomyelitis,6 years,Lviv,53.1
2023,Poliomyelitis,14 years,Lviv,47.3
2023,"Diphtheria, tetanus",under 1 year,Lviv,76.0
2023,Pertussis,under 1 year,Lviv,76.0
2023,"Diphtheria, tetanus",18 months,Lviv,67.0
2023,Pertussis,18 months,Lviv,67.0
2023,"Diphtheria, tetanus",6 years,Lviv,55.3
2023,"Diphtheria, tetanus",adults,Lviv,40.1
2023,"Measles, mumps, rubella",1 year,Lviv,87.7
2023,"Measles, mumps, rubella",6 years,Lviv,80.2
2023,Hepatitis B,under 1 year,Lviv,70.3
2023,Tuberculosis,under 1 year,Mykolayiv,91.4
2023,Poliomyelitis,under 1 year,Mykolayiv,89.5
2023,Poliomyelitis,18 months,Mykolayiv,89.2
2023,Poliomyelitis,6 years,Mykolayiv,82.4
2023,Poliomyelitis,14 years,Mykolayiv,77.4
2023,"Diphtheria, tetanus",under 1 year,Mykolayiv,95.5
2023,Pertussis,under 1 year,Mykolayiv,95.5
2023,"Diphtheria, tetanus",18 months,Mykolayiv,96.3
2023,Pertussis,18 months,Mykolayiv,96.3
2023,"Diphtheria, tetanus",6 years,Mykolayiv,80.1
2023,"Diphtheria, tetanus",adults,Mykolayiv,68.3
2023,"Measles, mumps, rubella",1 year,Mykolayiv,94.3
2023,"Measles, mumps, rubella",6 years,Mykolayiv,86.9
2023,Hepatitis B,under 1 year,Mykolayiv,96.5
2023,Tuberculosis,under 1 year,Odesa,81.5
2023,Poliomyelitis,under 1 year,Odesa,72.7
2023,Poliomyelitis,18 months,Odesa,76.4
2023,Poliomyelitis,6 years,Odesa,64.3
2023,Poliomyelitis,14 years,Odesa,61.2
2023,"Diphtheria, tetanus",under 1 year,Odesa,75.9
2023,Pertussis,under 1 year,Odesa,75.9
2023,"Diphtheria, tetanus",18 months,Odesa,80.8
2023,Pertussis,18 months,Odesa,80.8
2023,"Diphtheria, tetanus",6 years,Odesa,65.5
2023,"Diphtheria, tetanus",adults,Odesa,41.3
2023,"Measles, mumps, rubella",1 year,Odesa,85.6
2023,"Measles, mumps, rubella",6 years,Odesa,74.0
2023,Hepatitis B,under 1 year,Odesa,70.3
2023,Tuberculosis,under 1 year,Poltava,79.7
2023,Poliomyelitis,under 1 year,Poltava,87.1
2023,Poliomyelitis,18 months,Poltava,87.1
2023,Poliomyelitis,6 years,Poltava,88.7
2023,Poliomyelitis,14 years,Poltava,90.1
2023,"Diphtheria, tetanus",under 1 year,Poltava,88.8
2023,Pertussis,under 1 year,Poltava,88.8
2023,"Diphtheria, tetanus",18 months,Poltava,91.0
2023,Pertussis,18 months,Poltava,91.0
2023,"Diphtheria, tetanus",6 years,Poltava,79.7
2023,"Diphtheria, tetanus",adults,Poltava,74.4
2023,"Measles, mumps, rubella",1 year,Poltava,94.2
2023,"Measles, mumps, rubella",6 years,Poltava,91.3
2023,Hepatitis B,under 1 year,Poltava,83.0
2023,Tuberculosis,under 1 year,Rivne,89.1
2023,Poliomyelitis,under 1 year,Rivne,97.2
2023,Poliomyelitis,18 months,Rivne,91.2
2023,Poliomyelitis,6 years,Rivne,95.9
2023,Poliomyelitis,14 years,Rivne,92.9
2023,"Diphtheria, tetanus",under 1 year,Rivne,92.5
2023,Pertussis,under 1 year,Rivne,92.5
2023,"Diphtheria, tetanus",18 months,Rivne,85.1
2023,Pertussis,18 months,Rivne,85.1
2023,"Diphtheria, tetanus",6 years,Rivne,82.2
2023,"Diphtheria, tetanus",adults,Rivne,75.7
2023,"Measles, mumps, rubella",1 year,Rivne,98.3
2023,"Measles, mumps, rubella",6 years,Rivne,95.1
2023,Hepatitis B,under 1 year,Rivne,91.2
2023,Tuberculosis,under 1 year,Sumy,96.2
2023,Poliomyelitis,under 1 year,Sumy,93.5
2023,Poliomyelitis,18 months,Sumy,92.1
2023,Poliomyelitis,6 years,Sumy,88.8
2023,Poliomyelitis,14 years,Sumy,85.2
2023,"Diphtheria, tetanus",under 1 year,Sumy,93.7
2023,Pertussis,under 1 year,Sumy,93.7
2023,"Diphtheria, tetanus",18 months,Sumy,92.6
2023,Pertussis,18 months,Sumy,92.6
2023,"Diphtheria, tetanus",6 years,Sumy,79.5
2023,"Diphtheria, tetanus",adults,Sumy,89.8
2023,"Measles, mumps, rubella",1 year,Sumy,92.4
2023,"Measles, mumps, rubella",6 years,Sumy,89.2
2023,Hepatitis B,under 1 year,Sumy,95.5
2023,Tuberculosis,under 1 year,Ternopil,90.5
2023,Poliomyelitis,under 1 year,Ternopil,80.6
2023,Poliomyelitis,18 months,Ternopil,80.3
2023,Poliomyelitis,6 years,Ternopil,81.8
2023,Poliomyelitis,14 years,Ternopil,79.3
2023,"Diphtheria, tetanus",under 1 year,Ternopil,74.9
2023,Pertussis,under 1 year,Ternopil,74.9
2023,"Diphtheria, tetanus",18 months,Ternopil,69.8
2023,Pertussis,18 months,Ternopil,69.8
2023,"Diphtheria, tetanus",6 years,Ternopil,64.8
2023,"Diphtheria, tetanus",adults,Ternopil,55.7
2023,"Measles, mumps, rubella",1 year,Ternopil,99.0
2023,"Measles, mumps, rubella",6 years,Ternopil,88.7
2023,Hepatitis B,under 1 year,Ternopil,69.0
2023,Tuberculosis,under 1 year,Kharkiv,86.2
2023,Poliomyelitis,under 1 year,Kharkiv,77.3
2023,Poliomyelitis,18 months,Kharkiv,83.9
2023,Poliomyelitis,6 years,Kharkiv,77.7
2023,Poliomyelitis,14 years,Kharkiv,78.3
2023,"Diphtheria, tetanus",under 1 year,Kharkiv,83.6
2023,Pertussis,under 1 year,Kharkiv,83.6
2023,"Diphtheria, tetanus",18 months,Kharkiv,89.9
2023,Pertussis,18 months,Kharkiv,89.9
2023,"Diphtheria, tetanus",6 years,Kharkiv,71.5
2023,"Diphtheria, tetanus",adults,Kharkiv,40.9
2023,"Measles, mumps, rubella",1 year,Kharkiv,95.4
2023,"Measles, mumps, rubella",6 years,Kharkiv,89.6
2023,Hepatitis B,under 1 year,Kharkiv,83.1
2023,Tuberculosis,under 1 year,Kherson,96.7
2023,Poliomyelitis,under 1 year,Kherson,100.0
2023,Poliomyelitis,18 months,Kherson,100.0
2023,Poliomyelitis,6 years,Kherson,100.0
2023,Poliomyelitis,14 years,Kherson,100.0
2023,"Diphtheria, tetanus",under 1 year,Kherson,100.0
2023,Pertussis,under 1 year,Kherson,100.0
2023,"Diphtheria, tetanus",18 months,Kherson,94.8
2023,Pertussis,18 months,Kherson,94.8
2023,"Diphtheria, tetanus",6 years,Kherson,85.2
2023,"Diphtheria, tetanus",adults,Kherson,99.3
2023,"Measles, mumps, rubella",1 year,Kherson,100.0
2023,"Measles, mumps, rubella",6 years,Kherson,99.3
2023,Hepatitis B,under 1 year,Kherson,84.7
2023,Tuberculosis,under 1 year,Khmelnytskiy,94.8
2023,Poliomyelitis,under 1 year,Khmelnytskiy,92.6
2023,Poliomyelitis,18 months,Khmelnytskiy,84.9
2023,Poliomyelitis,6 years,Khmelnytskiy,87.5
2023,Poliomyelitis,14 years,Khmelnytskiy,83.3
2023,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,86.5
2023,Pertussis,under 1 year,Khmelnytskiy,86.5
2023,"Diphtheria, tetanus",18 months,Khmelnytskiy,78.3
2023,Pertussis,18 months,Khmelnytskiy,78.3
2023,"Diphtheria, tetanus",6 years,Khmelnytskiy,63.9
2023,"Diphtheria, tetanus",adults,Khmelnytskiy,64.1
2023,"Measles, mumps, rubella",1 year,Khmelnytskiy,96.0
2023,"Measles, mumps, rubella",6 years,Khmelnytskiy,89.3
2023,Hepatitis B,under 1 year,Khmelnytskiy,67.2
2023,Tuberculosis,under 1 year,Cherkasy,88.4
2023,Poliomyelitis,under 1 year,Cherkasy,92.9
2023,Poliomyelitis,18 months,Cherkasy,85.7
2023,Poliomyelitis,6 years,Cherkasy,83.1
2023,Poliomyelitis,14 years,Cherkasy,86.9
2023,"Diphtheria, tetanus",under 1 year,Cherkasy,90.8
2023,Pertussis,under 1 year,Cherkasy,90.8
2023,"Diphtheria, tetanus",18 months,Cherkasy,85.7
2023,Pertussis,18 months,Cherkasy,85.7
2023,"Diphtheria, tetanus",6 years,Cherkasy,64.4
2023,"Diphtheria, tetanus",adults,Cherkasy,58.3
2023,"Measles, mumps, rubella",1 year,Cherkasy,86.2
2023,"Measles, mumps, rubella",6 years,Cherkasy,86.3
2023,Hepatitis B,under 1 year,Cherkasy,95.2
2023,Tuberculosis,under 1 year,Chernivtsi,80.1
2023,Poliomyelitis,under 1 year,Chernivtsi,75.9
2023,Poliomyelitis,18 months,Chernivtsi,84.3
2023,Poliomyelitis,6 years,Chernivtsi,78.6
2023,Poliomyelitis,14 years,Chernivtsi,66.7
2023,"Diphtheria, tetanus",under 1 year,Chernivtsi,75.7
2023,Pertussis,under 1 year,Chernivtsi,75.7
2023,"Diphtheria, tetanus",18 months,Chernivtsi,85.9
2023,Pertussis,18 months,Chernivtsi,85.9
2023,"Diphtheria, tetanus",6 years,Chernivtsi,62.8
2023,"Diphtheria, tetanus",adults,Chernivtsi,39.1
2023,"Measles, mumps, rubella",1 year,Chernivtsi,79.2
2023,"Measles, mumps, rubella",6 years,Chernivtsi,81.0
2023,Hepatitis B,under 1 year,Chernivtsi,71.0
2023,Tuberculosis,under 1 year,Chernihiv,86.8
2023,Poliomyelitis,under 1 year,Chernihiv,87.1
2023,Poliomyelitis,18 months,Chernihiv,92.2
2023,Poliomyelitis,6 years,Chernihiv,94.9
2023,Poliomyelitis,14 years,Chernihiv,93.1
2023,"Diphtheria, tetanus",under 1 year,Chernihiv,79.8
2023,Pertussis,under 1 year,Chernihiv,79.8
2023,"Diphtheria, tetanus",18 months,Chernihiv,80.3
2023,Pertussis,18 months,Chernihiv,80.3
2023,"Diphtheria, tetanus",6 years,Chernihiv,76.3
2023,"Diphtheria, tetanus",adults,Chernihiv,58.4
2023,"Measles, mumps, rubella",1 year,Chernihiv,89.6
2023,"Measles, mumps, rubella",6 years,Chernihiv,91.4
2023,Hepatitis B,under 1 year,Chernihiv,79.2
2024,Tuberculosis,under 1 year,Vinnytsya,96.5
2024,Poliomyelitis,under 1 year,Vinnytsya,91.5
2024,Poliomyelitis,18 months,Vinnytsya,91.7
2024,Poliomyelitis,6 years,Vinnytsya,85.3
2024,Poliomyelitis,14 years,Vinnytsya,75.7
2024,"Diphtheria, tetanus",under 1 year,Vinnytsya,89.7
2024,Pertussis,under 1 year,Vinnytsya,89.7
2024,"Diphtheria, tetanus",18 months,Vinnytsya,87.7
2024,Pertussis,18 months,Vinnytsya,87.7
2024,"Diphtheria, tetanus",6 years,Vinnytsya,74.3
2024,"Diphtheria, tetanus",adults,Vinnytsya,76.6
2024,"Measles, mumps, rubella",1 year,Vinnytsya,90.1
2024,"Measles, mumps, rubella",6 years,Vinnytsya,76.5
2024,Hepatitis B,under 1 year,Vinnytsya,90.0
2024,Tuberculosis,under 1 year,Volyn,93.6
2024,Poliomyelitis,under 1 year,Volyn,88.8
2024,Poliomyelitis,18 months,Volyn,88.5
2024,Poliomyelitis,6 years,Volyn,89.2
2024,Poliomyelitis,14 years,Volyn,90.3
2024,"Diphtheria, tetanus",under 1 year,Volyn,89.2
2024,Pertussis,under 1 year,Volyn,89.2
2024,"Diphtheria, tetanus",18 months,Volyn,87.0
2024,Pertussis,18 months,Volyn,87.0
2024,"Diphtheria, tetanus",6 years,Volyn,80.4
2024,"Diphtheria, tetanus",adults,Volyn,94.9
2024,"Measles, mumps, rubella",1 year,Volyn,95.3
2024,"Measles, mumps, rubella",6 years,Volyn,87.9
2024,Hepatitis B,under 1 year,Volyn,90.9
2024,Tuberculosis,under 1 year,Dnipropetrovsk,94.0
2024,Poliomyelitis,under 1 year,Dnipropetrovsk,91.8
2024,Poliomyelitis,18 months,Dnipropetrovsk,89.7
2024,Poliomyelitis,6 years,Dnipropetrovsk,92.2
2024,Poliomyelitis,14 years,Dnipropetrovsk,88.8
2024,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,92.9
2024,Pertussis,under 1 year,Dnipropetrovsk,92.9
2024,"Diphtheria, tetanus",18 months,Dnipropetrovsk,86.6
2024,Pertussis,18 months,Dnipropetrovsk,86.6
2024,"Diphtheria, tetanus",6 years,Dnipropetrovsk,84.3
2024,"Diphtheria, tetanus",adults,Dnipropetrovsk,88.9
2024,"Measles, mumps, rubella",1 year,Dnipropetrovsk,93.4
2024,"Measles, mumps, rubella",6 years,Dnipropetrovsk,87.1
2024,Hepatitis B,under 1 year,Dnipropetrovsk,97.7
2024,Tuberculosis,under 1 year,Donetsk,76.8
2024,Poliomyelitis,under 1 year,Donetsk,92.1
2024,Poliomyelitis,18 months,Donetsk,93.0
2024,Poliomyelitis,6 years,Donetsk,99.1
2024,Poliomyelitis,14 years,Donetsk,97.3
2024,"Diphtheria, tetanus",under 1 year,Donetsk,97.4
2024,Pertussis,under 1 year,Donetsk,97.4
2024,"Diphtheria, tetanus",18 months,Donetsk,99.1
2024,Pertussis,18 months,Donetsk,99.1
2024,"Diphtheria, tetanus",6 years,Donetsk,87.3
2024,"Diphtheria, tetanus",adults,Donetsk,97.8
