Year,by type of educational institution,Region,Value
2016,General secondary educational institutions with Internet access (without specifying the speed),Poltava,91.13
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Poltava,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Poltava,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Poltava,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Rivne,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Rivne,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Rivne,
2016,General secondary educational institutions with Internet access (without specifying the speed),Rivne,93.92
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Rivne,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Rivne,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Rivne,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Sumy,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Sumy,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Sumy,
2016,General secondary educational institutions with Internet access (without specifying the speed),Sumy,92.9
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Sumy,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Sumy,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Sumy,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ternopil,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ternopil,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ternopil,
2016,General secondary educational institutions with Internet access (without specifying the speed),Ternopil,77.56
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ternopil,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ternopil,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ternopil,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kharkiv,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kharkiv,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kharkiv,
2016,General secondary educational institutions with Internet access (without specifying the speed),Kharkiv,100.0
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kharkiv,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kharkiv,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kharkiv,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kherson,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kherson,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kherson,
2016,General secondary educational institutions with Internet access (without specifying the speed),Kherson,100.0
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kherson,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kherson,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kherson,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,
2016,General secondary educational institutions with Internet access (without specifying the speed),Khmelnytskiy,93.11
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,
2016,General secondary educational institutions with Internet access (without specifying the speed),Cherkasy,96.55
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,
2016,General secondary educational institutions with Internet access (without specifying the speed),Chernivtsi,99.05
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,
2016,General secondary educational institutions with Internet access (without specifying the speed),Chernihiv,94.88
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,
2016,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,
2016,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,
2016,General secondary educational institutions with Internet access (without specifying the speed),the city of Kyiv,96.54
2016,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,
2016,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,
2016,,city Sevastopol,
2017,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,
2017,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,
