Year,Type of educational institution,Region,Value
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,74.26
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,57.28
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,14.29
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,61.52
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,58.5
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,77.29
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,62.32
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,57.09
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,74.43
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,64.52
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,63.53
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,14.68
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,67.72
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,75.66
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,88.24
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,50.27
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,81.16
2024,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,67.48
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,61.39
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,62.05
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,64.31
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,0.2
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,68.36
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,63.49
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,75.39
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,59.46
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,75.36
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,61.41
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,35.71
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,65.63
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,62.0
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,77.72
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,65.28
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,67.87
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,80.72
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,65.04
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,71.9
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,13.04
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,74.61
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,76.53
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,84.92
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,54.26
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,83.84
2025,pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Ukraine,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Autonomous Republic of Crimea,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Vinnytsya,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Volyn,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Dnipropetrovsk,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Donetsk,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zhytomyr,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zakarpattya,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zaporizhzhya,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Ivano-Frankivsk,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Kyiv,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Kirovohrad,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Luhansk,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Lviv,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Mykolayiv,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Odesa,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Poltava,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Rivne,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Sumy,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Ternopil,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Kharkiv,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Kherson,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Khmelnytskiy,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Cherkasy,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Chernivtsi,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Chernihiv,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,city Kyiv,
2015,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,city Sevastopol,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Ukraine,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Autonomous Republic of Crimea,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Vinnytsya,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Volyn,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Dnipropetrovsk,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Donetsk,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zhytomyr,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zakarpattya,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zaporizhzhya,
2016,pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Ivano-Frankivsk,
